Player ID,Age Group,Gender,Skill Level,Errores No Forzados,Winners,Puntos Ganados de Remate,% Primeros Saques,% Segundos Saques,% Puntos Ganados con Primeros Saques,% Puntos Ganados con Segundos Saques,Dobles Faltas,Km Recorridos,Zonas de Calor,Puntos de Break,Puntos de Oro,Errores No Forzados de Fondo de Pista,Errores No Forzados en Red,% de Restos Fallados,Posición Preferente
1,<18,Male,Intermediate,16,24,4,86,77,87,36,9,1,B,18,26,5,9,16,R
2,<18,Male,Beginner,32,4,20,5,36,33,25,8,2,C,11,1,9,18,1,R
3,18-30,Female,Beginner,7,4,20,52,23,70,19,7,0,B,16,30,17,9,19,D
4,31-45,Male,Beginner,31,0,17,63,83,31,75,5,1,A,6,23,34,9,11,R
5,<18,Female,Intermediate,9,23,20,72,31,35,49,1,1,C,3,31,35,1,13,R
6,18-30,Female,Beginner,48,14,2,30,37,71,2,1,2,A,15,14,1,17,18,R
7,<18,Male,Intermediate,3,6,13,82,97,50,76,2,0,A,13,32,3,11,7,R
8,46-60,Male,Advanced,10,8,5,27,61,55,69,4,0,B,7,27,18,8,17,R
9,18-30,Male,Advanced,4,5,6,70,5,73,95,9,3,B,11,34,46,16,29,D
10,>60,Female,Beginner,23,10,1,23,7,1,89,5,2,B,8,16,1,3,28,D
11,<18,Female,Intermediate,46,21,19,84,76,50,7,1,2,A,9,9,40,7,7,D
12,46-60,Male,Intermediate,5,9,13,49,86,72,85,0,2,A,13,12,10,17,23,R
13,31-45,Female,Advanced,21,14,25,95,47,54,71,2,3,A,10,6,48,11,27,D
14,46-60,Male,Advanced,41,25,11,69,29,53,56,2,2,B,12,35,49,4,24,D
15,31-45,Male,Intermediate,4,11,15,71,1,61,31,5,3,C,9,18,45,19,11,D
16,46-60,Male,Advanced,2,16,22,33,40,83,96,2,3,A,12,11,0,2,29,R
17,<18,Female,Intermediate,46,23,8,76,67,68,34,5,2,C,8,25,19,8,28,D
18,46-60,Female,Beginner,13,6,14,83,35,0,8,9,3,C,0,16,36,20,0,D
19,18-30,Female,Beginner,15,27,4,17,14,55,35,7,3,C,13,4,15,2,22,R
20,18-30,Male,Beginner,24,12,7,14,36,8,100,8,2,C,8,15,27,16,16,D
21,46-60,Female,Advanced,19,26,0,48,53,100,45,6,3,C,4,22,5,0,8,D
22,31-45,Female,Advanced,26,11,1,87,98,57,47,10,4,A,16,32,34,12,6,D
23,31-45,Male,Beginner,25,23,19,67,94,94,39,8,1,A,8,23,21,15,2,D
