Player ID,Age Group,Gender,Skill Level,Errores No Forzados,Winners,Puntos Ganados de Remate,% Primeros Saques,% Segundos Saques,% Puntos Ganados con Primeros Saques,% Puntos Ganados con Segundos Saques,Dobles Faltas,Km Recorridos,Zonas de Calor,Puntos de Break,Puntos de Oro,Errores No Forzados de Fondo de Pista,Errores No Forzados en Red,% de Restos Fallados,Posición Preferente
1,18-30,Male,Beginner,34,16,24,87,5,94,84,0,0,A,9,28,19,2,30,D
2,31-45,Male,Intermediate,28,23,24,15,3,59,24,6,1,B,12,11,34,13,21,R
3,<18,Female,Beginner,36,7,16,0,80,65,31,5,3,B,5,32,36,11,14,R
4,18-30,Male,Beginner,3,17,5,94,88,69,94,6,1,A,16,12,13,18,19,D
5,<18,Female,Intermediate,45,18,8,82,6,93,2,4,4,C,5,29,9,5,27,D
6,>60,Female,Beginner,7,30,3,64,34,60,76,3,0,A,8,27,46,14,20,R
7,<18,Male,Advanced,10,0,17,64,98,74,28,5,0,C,2,27,42,6,27,D
8,18-30,Female,Intermediate,27,6,17,36,100,14,59,1,0,A,12,1,35,0,28,R
9,18-30,Female,Beginner,22,19,19,56,87,77,62,10,3,A,12,31,4,8,25,D
10,31-45,Male,Intermediate,1,26,23,100,89,56,70,2,2,B,9,0,34,8,13,R
11,31-45,Male,Advanced,27,16,18,78,55,13,31,4,2,C,14,22,40,20,7,R
12,>60,Male,Beginner,9,7,12,44,39,35,66,0,4,A,10,18,9,3,26,D
13,18-30,Male,Beginner,18,5,10,87,39,28,84,2,1,A,12,14,10,10,23,D
14,<18,Male,Advanced,7,3,1,29,91,41,30,5,1,B,12,18,13,9,0,R
15,31-45,Female,Advanced,33,0,2,49,61,70,35,3,0,A,11,25,9,20,4,R
16,18-30,Male,Beginner,47,12,1,25,2,15,68,1,3,B,0,24,6,10,2,D
17,31-45,Female,Beginner,5,7,16,71,23,74,83,5,1,B,1,35,28,14,22,R
18,31-45,Female,Advanced,46,11,19,32,92,4,22,4,1,C,15,20,38,6,1,D
19,>60,Female,Intermediate,42,22,14,70,49,95,46,3,0,B,4,17,29,8,26,R
20,31-45,Male,Intermediate,32,6,4,17,91,28,95,9,2,B,5,23,18,8,8,D
21,46-60,Female,Intermediate,3,18,18,76,87,48,2,9,4,A,9,21,32,1,28,R
22,46-60,Male,Beginner,45,6,8,19,64,93,60,4,0,A,3,2,22,19,5,R
