Player ID,Age Group,Gender,Skill Level,Errores No Forzados,Winners,Puntos Ganados de Remate,% Primeros Saques,% Segundos Saques,% Puntos Ganados con Primeros Saques,% Puntos Ganados con Segundos Saques,Dobles Faltas,Km Recorridos,Zonas de Calor,Puntos de Break,Puntos de Oro,Errores No Forzados de Fondo de Pista,Errores No Forzados en Red,% de Restos Fallados,Posición Preferente
1,>60,Female,Beginner,17,0,20,87,67,90,34,0,3,B,16,6,7,20,0,R
2,<18,Female,Intermediate,7,16,9,55,27,2,61,4,0,C,15,2,38,9,7,R
3,46-60,Female,Advanced,36,6,16,17,56,58,99,7,2,B,7,10,12,11,20,D
4,46-60,Female,Advanced,37,27,23,3,72,81,70,5,4,A,13,34,48,5,14,R
5,31-45,Male,Beginner,4,1,9,8,82,7,70,1,0,B,7,15,46,20,21,D
6,18-30,Female,Beginner,1,7,4,28,88,21,42,10,4,A,17,21,17,19,16,D
7,31-45,Female,Beginner,17,26,14,4,52,72,90,7,3,B,2,14,15,14,8,D
8,>60,Male,Intermediate,38,3,9,69,67,95,60,4,2,A,1,6,41,11,5,D
9,<18,Male,Beginner,49,17,15,19,74,17,97,2,2,B,8,32,18,19,21,R
10,>60,Female,Advanced,2,21,24,100,98,13,26,2,2,B,17,3,20,5,11,R
11,<18,Male,Intermediate,21,3,17,75,43,82,2,7,2,C,15,22,0,0,17,R
12,31-45,Female,Advanced,11,25,15,76,61,69,82,0,0,C,9,4,23,17,20,D
13,46-60,Male,Advanced,26,25,8,40,100,52,6,1,4,A,7,7,8,18,23,D
14,<18,Male,Advanced,26,25,5,20,29,5,24,1,1,C,14,26,4,8,11,R
15,>60,Male,Advanced,32,1,9,30,44,82,19,1,0,A,12,29,44,9,1,R
16,46-60,Female,Intermediate,12,9,21,45,33,52,78,9,2,A,16,5,32,7,3,D
17,>60,Female,Beginner,34,7,25,23,70,25,71,1,2,C,11,25,2,4,14,R
18,>60,Male,Beginner,3,25,12,71,98,34,71,6,1,A,12,0,9,2,20,R
19,<18,Male,Intermediate,7,2,4,96,0,5,94,2,3,B,16,3,45,17,22,D
20,18-30,Female,Intermediate,30,17,8,75,4,75,35,1,1,A,8,30,44,12,19,R
21,<18,Male,Intermediate,39,13,20,60,42,25,17,9,3,C,10,7,32,20,12,D
22,46-60,Male,Beginner,2,12,25,74,21,23,30,0,0,A,12,20,3,13,30,R
23,<18,Female,Beginner,33,0,4,65,61,88,9,9,3,A,18,19,17,2,14,D
24,31-45,Male,Beginner,44,22,14,69,19,19,20,9,1,B,11,3,40,1,24,R
25,31-45,Male,Advanced,12,21,11,24,18,100,44,6,0,A,15,20,28,8,17,R
26,<18,Male,Beginner,49,1,7,79,4,16,34,5,4,B,18,36,43,19,8,D
27,31-45,Male,Intermediate,32,18,3,91,63,9,60,7,3,B,6,22,44,17,27,D
