Player ID,Age Group,Gender,Skill Level,Errores No Forzados,Winners,Puntos Ganados de Remate,% Primeros Saques,% Segundos Saques,% Puntos Ganados con Primeros Saques,% Puntos Ganados con Segundos Saques,Dobles Faltas,Km Recorridos,Zonas de Calor,Puntos de Break,Puntos de Oro,Errores No Forzados de Fondo de Pista,Errores No Forzados en Red,% de Restos Fallados,Posición Preferente
1,31-45,Female,Intermediate,35,24,23,49,69,49,67,10,0,B,7,4,37,2,4,R
2,>60,Male,Advanced,46,28,23,82,3,37,3,0,2,A,13,1,17,20,29,R
3,46-60,Female,Beginner,39,21,3,74,88,31,53,4,2,C,10,28,46,9,19,D
4,>60,Female,Beginner,41,28,1,46,4,31,83,6,3,C,12,4,22,10,17,R
5,<18,Male,Advanced,30,5,10,91,78,53,69,3,3,A,3,20,11,4,16,R
6,<18,Male,Advanced,12,9,16,88,82,66,42,1,2,C,10,11,18,14,11,R
7,31-45,Female,Advanced,36,8,13,23,91,30,10,5,3,A,6,31,1,12,10,R
8,<18,Female,Intermediate,50,1,2,0,33,23,96,9,0,A,14,29,7,16,15,R
9,18-30,Female,Advanced,37,20,8,82,68,89,69,4,1,A,18,19,50,11,18,R
10,<18,Male,Beginner,39,15,9,36,90,88,22,10,1,B,4,25,22,10,21,R
11,>60,Male,Beginner,24,21,16,82,34,7,28,9,3,B,12,5,1,8,16,R
12,31-45,Female,Intermediate,32,26,6,7,19,92,11,0,3,C,5,22,15,12,26,D
13,46-60,Male,Intermediate,8,7,1,2,23,83,95,4,3,A,5,34,3,10,18,D
14,>60,Female,Advanced,39,0,12,53,74,72,45,2,0,B,9,28,42,4,11,D
15,31-45,Female,Advanced,40,30,18,57,68,11,22,5,1,A,14,25,50,5,14,D
16,31-45,Male,Intermediate,36,26,23,54,73,4,64,1,0,C,4,13,0,8,2,D
17,>60,Female,Advanced,7,12,15,18,15,6,27,1,4,A,6,16,27,4,25,D
18,>60,Male,Intermediate,24,4,6,52,52,39,47,6,0,A,11,10,19,11,6,D
19,<18,Female,Beginner,41,5,22,31,40,36,24,6,0,A,15,23,49,7,12,D
20,>60,Male,Intermediate,32,4,12,2,92,88,16,6,0,A,0,34,1,4,16,R
21,18-30,Male,Beginner,44,7,13,32,23,29,20,1,2,C,17,4,23,18,10,D
22,31-45,Female,Intermediate,14,12,10,22,24,50,29,8,4,A,3,30,28,11,17,D
23,<18,Female,Beginner,22,24,24,3,18,25,39,7,3,C,6,29,8,6,29,D
24,46-60,Female,Beginner,15,28,13,5,35,30,20,4,0,C,6,22,19,17,0,R
25,46-60,Male,Beginner,1,9,4,5,99,92,11,4,1,A,2,25,34,15,26,D
26,>60,Male,Beginner,13,17,18,40,72,49,74,9,3,A,15,23,17,19,29,R
27,18-30,Female,Intermediate,32,22,13,76,11,54,4,10,4,C,5,18,31,15,3,R
28,<18,Female,Intermediate,0,30,1,60,44,22,56,9,2,B,7,21,41,18,5,D
29,<18,Female,Advanced,12,29,17,58,23,18,68,6,2,C,4,20,37,14,4,D
30,31-45,Male,Intermediate,15,3,13,20,80,90,96,2,1,C,14,2,0,9,10,R
31,<18,Female,Intermediate,8,2,5,39,57,100,44,2,3,B,14,20,21,19,16,D
32,31-45,Male,Beginner,3,12,13,75,4,13,70,8,1,C,18,17,14,2,21,R
33,<18,Male,Beginner,4,25,20,64,24,47,76,1,1,A,6,20,13,11,21,D
