Player ID,Age Group,Gender,Skill Level,Errores No Forzados,Winners,Puntos Ganados de Remate,% Primeros Saques,% Segundos Saques,% Puntos Ganados con Primeros Saques,% Puntos Ganados con Segundos Saques,Dobles Faltas,Km Recorridos,Zonas de Calor,Puntos de Break,Puntos de Oro,Errores No Forzados de Fondo de Pista,Errores No Forzados en Red,% de Restos Fallados,Posición Preferente
1,31-45,Female,Intermediate,23,27,17,95,98,63,40,0,4,C,9,25,1,19,19,R
2,46-60,Male,Beginner,37,14,21,53,94,41,53,8,3,B,9,20,40,1,30,R
3,46-60,Male,Intermediate,18,0,7,46,56,87,9,3,1,C,16,17,6,14,24,D
4,<18,Female,Beginner,12,23,13,74,58,72,90,4,1,A,13,36,26,7,12,D
5,31-45,Female,Advanced,40,4,25,96,27,99,96,2,2,C,2,7,6,4,16,D
6,<18,Male,Beginner,50,12,20,82,31,43,32,0,2,B,5,27,19,10,20,D
7,31-45,Male,Advanced,16,18,8,15,22,13,27,5,0,B,14,25,6,0,30,D
8,>60,Male,Beginner,39,20,0,20,84,62,55,9,1,A,0,28,42,5,9,R
9,<18,Female,Beginner,9,30,13,35,9,10,61,1,4,A,15,11,40,20,6,R
10,<18,Female,Beginner,20,7,4,43,83,44,75,2,0,C,18,7,3,16,10,R
11,>60,Male,Beginner,30,10,19,45,24,36,70,0,1,A,4,1,34,10,25,R
12,<18,Male,Intermediate,6,2,7,94,10,45,9,8,2,A,16,21,13,20,4,D
13,>60,Male,Advanced,34,20,0,91,86,47,77,10,0,A,2,14,14,15,24,R
14,>60,Female,Beginner,20,10,1,48,78,25,17,10,3,C,2,26,44,12,17,R
15,>60,Male,Intermediate,50,4,14,47,74,8,60,10,2,B,0,10,14,1,20,R
16,18-30,Female,Advanced,6,22,19,45,95,29,49,8,0,A,3,18,47,9,8,D
17,<18,Female,Beginner,32,22,24,39,60,81,14,2,2,C,2,23,24,1,18,R
18,>60,Male,Beginner,44,12,3,88,63,100,1,0,4,C,3,3,40,13,2,D
19,46-60,Male,Intermediate,22,5,3,53,7,28,16,5,0,B,11,36,34,16,3,R
20,46-60,Female,Beginner,38,10,4,75,24,4,37,2,0,C,2,4,6,13,13,R
21,18-30,Male,Intermediate,6,2,7,19,58,86,73,3,3,A,5,22,14,1,20,D
22,<18,Male,Intermediate,10,5,6,60,27,62,82,8,3,C,14,19,14,10,0,D
23,46-60,Female,Beginner,49,4,4,93,93,73,13,5,0,B,11,12,34,10,12,R
24,46-60,Female,Beginner,9,6,18,62,100,77,27,7,2,C,2,30,45,7,27,R
25,>60,Male,Advanced,29,4,10,78,56,97,90,8,2,B,0,19,48,5,24,R
26,<18,Male,Intermediate,1,8,7,13,33,28,64,5,3,A,2,5,6,10,17,R
27,<18,Female,Advanced,23,30,1,34,14,57,23,10,0,C,12,21,13,7,21,R
28,<18,Male,Intermediate,49,23,14,54,49,78,7,7,3,B,7,32,5,4,9,R
29,46-60,Male,Advanced,22,29,16,29,85,94,90,6,4,A,1,27,26,8,24,R
30,>60,Female,Beginner,1,30,10,95,37,89,72,0,0,B,10,34,4,19,28,D
31,18-30,Female,Beginner,40,21,5,73,3,3,16,7,1,A,5,25,14,19,2,R
32,<18,Male,Beginner,12,24,16,32,61,36,84,3,2,C,10,6,11,20,19,D
33,<18,Male,Advanced,7,8,10,77,18,67,38,2,3,B,7,26,18,2,8,R
34,<18,Male,Advanced,18,16,3,70,89,70,16,8,0,B,15,10,11,19,7,D
35,18-30,Male,Advanced,36,8,25,12,95,47,78,3,4,C,4,17,24,9,0,D
36,<18,Female,Intermediate,14,17,17,58,14,46,1,9,2,B,7,2,49,19,24,D
37,<18,Female,Beginner,23,29,12,83,15,36,92,8,2,A,18,15,49,18,25,D
38,>60,Female,Advanced,28,22,15,58,43,81,57,2,1,C,17,7,50,16,14,R
39,46-60,Female,Beginner,49,1,21,5,78,3,66,1,1,B,18,20,31,18,4,R
40,31-45,Female,Advanced,0,21,1,70,94,82,4,2,4,B,4,19,22,7,28,D
41,>60,Female,Intermediate,25,5,7,99,46,65,71,9,2,C,12,8,15,13,23,D
42,18-30,Female,Beginner,8,27,4,10,30,50,51,5,4,B,11,31,31,16,24,R
43,18-30,Female,Advanced,37,27,19,15,47,8,22,6,0,B,11,33,33,13,9,D
44,>60,Male,Intermediate,23,3,7,81,75,23,38,4,2,B,14,19,42,3,10,D
45,<18,Female,Advanced,3,18,8,16,9,83,98,3,1,B,8,21,24,19,2,R
46,<18,Male,Advanced,12,2,9,30,55,98,36,9,2,C,9,32,33,13,2,D
47,31-45,Male,Advanced,28,10,3,7,91,29,47,4,4,B,2,9,22,17,16,D
48,46-60,Male,Advanced,7,28,14,27,5,60,86,4,4,B,9,8,35,10,3,R
49,18-30,Male,Advanced,3,24,16,40,43,17,93,6,0,B,0,14,43,0,9,R
50,46-60,Male,Beginner,3,22,3,97,30,85,55,2,2,A,6,0,44,7,21,D
51,46-60,Female,Beginner,49,2,18,92,98,15,84,3,3,B,7,6,47,19,15,R
52,46-60,Male,Beginner,13,9,24,89,87,88,49,4,3,A,15,26,26,10,26,R
53,>60,Female,Beginner,25,30,16,64,42,37,36,5,2,A,7,10,47,15,26,D
54,31-45,Male,Beginner,5,13,18,100,32,25,1,5,0,A,0,14,28,1,19,D
55,31-45,Female,Beginner,10,19,23,73,32,49,65,9,3,C,18,3,5,0,18,D
56,31-45,Female,Advanced,1,0,22,50,74,20,65,0,1,C,9,20,37,13,6,R
57,>60,Male,Beginner,30,7,13,68,70,49,0,6,0,A,18,26,16,6,5,D
58,>60,Male,Advanced,48,30,4,31,79,68,11,8,1,B,9,15,43,16,0,D
59,18-30,Male,Beginner,32,22,13,50,34,2,96,3,3,C,0,7,2,4,5,D
60,31-45,Male,Beginner,43,26,8,65,26,13,36,5,0,B,1,29,30,11,17,R
61,18-30,Male,Advanced,26,29,23,42,85,94,51,4,4,B,16,32,19,12,12,D
62,31-45,Male,Advanced,28,19,23,29,14,19,99,2,1,B,15,26,19,6,23,D
63,<18,Male,Advanced,43,15,25,46,22,8,18,0,3,C,8,34,44,2,1,D
64,46-60,Male,Intermediate,9,27,18,69,26,11,42,7,1,B,3,11,33,13,17,R
65,31-45,Male,Advanced,39,2,9,64,99,76,3,2,2,C,8,13,41,19,3,R
66,18-30,Male,Advanced,40,0,17,9,4,4,45,8,0,C,9,1,35,1,25,D
67,18-30,Female,Advanced,18,7,22,35,18,90,29,5,0,A,10,31,10,3,14,D
68,>60,Male,Intermediate,9,24,20,20,93,61,57,8,3,A,15,26,42,12,30,D
69,18-30,Male,Intermediate,16,14,23,54,73,32,38,9,2,B,5,4,23,4,24,R
70,>60,Male,Advanced,26,20,9,82,73,61,52,4,1,C,16,34,18,5,23,R
71,31-45,Male,Beginner,43,7,24,32,0,82,57,4,4,C,9,8,35,15,4,D
72,31-45,Female,Beginner,21,4,18,38,15,65,100,6,4,B,11,8,37,17,24,R
73,31-45,Female,Intermediate,48,9,20,71,63,51,33,2,4,B,16,31,6,9,24,D
74,18-30,Male,Advanced,24,5,14,93,78,51,2,7,4,B,14,20,37,12,15,D
75,46-60,Female,Intermediate,25,8,23,2,15,55,32,9,2,B,3,9,16,0,27,D
76,18-30,Female,Intermediate,11,3,11,84,21,1,18,9,0,C,16,25,9,6,15,D
77,<18,Female,Beginner,38,17,6,11,3,81,31,6,2,B,14,34,45,20,17,R
78,46-60,Female,Intermediate,44,3,20,6,35,27,13,4,4,B,2,3,46,13,25,R
