Player ID,Age Group,Gender,Skill Level,Errores No Forzados,Winners,Puntos Ganados de Remate,% Primeros Saques,% Segundos Saques,% Puntos Ganados con Primeros Saques,% Puntos Ganados con Segundos Saques,Dobles Faltas,Km Recorridos,Zonas de Calor,Puntos de Break,Puntos de Oro,Errores No Forzados de Fondo de Pista,Errores No Forzados en Red,% de Restos Fallados,Posición Preferente
1,18-30,Male,Beginner,38,17,9,5,42,95,95,6,4,A,1,22,33,20,8,D
2,<18,Female,Intermediate,35,7,10,85,7,74,70,8,3,C,8,28,40,9,24,R
3,31-45,Male,Beginner,34,4,6,75,90,49,25,7,1,A,3,10,23,12,0,D
4,18-30,Female,Intermediate,19,30,18,50,95,8,93,7,0,B,2,34,18,11,13,R
5,18-30,Female,Beginner,49,4,8,40,15,69,90,6,0,B,5,6,39,20,28,D
6,18-30,Female,Intermediate,10,1,22,81,23,15,8,7,1,A,15,7,0,4,13,D
7,>60,Female,Advanced,5,21,2,57,59,87,44,6,3,B,0,32,10,11,7,R
8,18-30,Female,Advanced,9,8,14,25,27,7,95,9,2,A,4,5,11,18,30,D
9,<18,Female,Beginner,4,14,14,35,53,76,40,7,4,B,16,25,40,10,13,R
10,18-30,Female,Intermediate,43,3,25,40,77,33,82,10,0,C,16,19,10,19,7,R
11,>60,Male,Advanced,33,26,23,5,25,99,26,7,3,B,16,2,11,14,23,R
12,<18,Male,Beginner,6,7,8,27,72,27,18,1,4,A,13,24,36,18,10,D
13,>60,Female,Intermediate,1,25,18,98,28,76,99,2,3,B,7,28,40,12,10,D
14,<18,Female,Advanced,49,15,24,61,18,95,11,3,2,A,3,1,38,16,19,R
15,>60,Female,Advanced,4,12,6,39,60,92,92,2,3,A,2,33,2,17,0,R
16,18-30,Female,Beginner,22,5,6,100,71,43,3,9,0,C,2,2,37,9,19,D
17,>60,Female,Advanced,20,22,20,12,68,81,8,9,2,B,9,33,18,14,15,R
18,>60,Female,Advanced,7,24,4,60,90,72,29,6,4,C,17,3,1,15,28,D
19,<18,Female,Intermediate,37,6,9,100,97,53,65,7,2,C,0,31,25,2,18,R
20,46-60,Female,Intermediate,45,10,23,71,13,21,97,3,1,C,8,33,19,4,29,D
21,18-30,Male,Beginner,26,11,20,70,28,56,90,8,0,A,3,20,39,20,2,R
22,>60,Female,Intermediate,25,25,21,84,61,46,73,5,0,C,13,22,41,18,22,R
