Player ID,Age Group,Gender,Skill Level,Errores No Forzados,Winners,Puntos Ganados de Remate,% Primeros Saques,% Segundos Saques,% Puntos Ganados con Primeros Saques,% Puntos Ganados con Segundos Saques,Dobles Faltas,Km Recorridos,Zonas de Calor,Puntos de Break,Puntos de Oro,Errores No Forzados de Fondo de Pista,Errores No Forzados en Red,% de Restos Fallados,Posición Preferente
1,>60,Female,Intermediate,10,27,16,33,43,64,54,0,3,B,18,13,24,16,29,R
2,31-45,Female,Advanced,47,10,18,66,39,76,23,8,0,C,11,15,32,6,19,R
3,>60,Male,Intermediate,31,21,0,76,88,33,11,1,3,C,10,15,22,5,18,D
4,18-30,Male,Advanced,30,16,21,5,81,26,35,2,0,B,4,8,7,12,14,D
5,31-45,Female,Beginner,15,13,13,29,74,71,30,10,0,A,2,31,30,16,20,R
6,>60,Female,Advanced,25,24,2,91,29,36,55,5,2,C,15,30,2,2,9,D
7,31-45,Female,Advanced,4,0,12,83,14,37,40,0,3,C,7,17,6,14,0,R
8,>60,Female,Intermediate,18,30,12,26,15,2,18,7,4,C,4,27,6,1,8,D
9,18-30,Female,Advanced,25,27,6,73,1,33,88,6,4,B,16,2,15,16,28,D
10,31-45,Female,Advanced,48,0,15,88,60,32,60,8,1,C,4,16,7,12,9,R
11,<18,Male,Advanced,50,20,10,53,68,67,8,1,3,B,6,0,37,2,12,R
12,<18,Female,Intermediate,47,7,10,84,93,16,99,10,2,A,7,5,38,2,7,D
13,18-30,Male,Beginner,17,20,8,81,3,23,43,7,2,A,6,16,1,1,23,D
14,<18,Female,Beginner,4,12,8,38,38,27,8,0,2,B,13,16,22,14,8,D
15,31-45,Female,Beginner,33,30,20,97,49,82,55,3,4,A,10,22,33,5,25,D
16,46-60,Male,Advanced,6,12,7,9,31,14,56,7,3,C,10,15,9,13,10,D
17,31-45,Female,Advanced,38,9,21,58,62,31,64,2,4,A,1,27,35,19,18,D
18,31-45,Male,Advanced,25,17,24,35,28,70,52,2,3,C,2,16,27,12,21,D
19,18-30,Male,Advanced,11,30,19,18,35,19,25,6,0,B,4,20,16,10,19,R
20,18-30,Male,Advanced,48,2,15,7,70,99,22,2,3,A,11,9,11,12,19,D
21,18-30,Female,Advanced,47,5,4,55,50,65,30,7,3,B,2,5,8,13,11,R
22,18-30,Female,Advanced,15,21,24,36,97,79,57,4,2,A,11,31,48,0,27,D
23,<18,Male,Beginner,8,6,6,51,31,3,78,7,2,B,1,22,39,10,28,D
24,>60,Male,Beginner,20,2,8,33,100,58,77,7,2,C,13,7,24,1,4,R
25,31-45,Female,Beginner,37,21,6,19,60,5,79,9,3,B,5,22,40,2,4,D
26,46-60,Male,Beginner,49,19,11,31,44,65,73,10,1,B,3,34,49,4,9,D
27,<18,Female,Advanced,49,15,6,7,21,41,31,1,4,B,18,34,47,17,8,D
28,46-60,Male,Intermediate,13,12,11,24,36,25,82,6,1,C,8,21,16,4,2,R
29,46-60,Male,Intermediate,22,18,14,9,36,34,39,9,4,B,8,22,15,8,22,R
30,<18,Male,Beginner,19,22,22,77,24,47,31,1,3,A,5,17,5,20,13,D
31,<18,Female,Intermediate,20,19,10,82,93,96,21,8,0,B,12,6,24,3,15,D
32,46-60,Male,Advanced,1,15,2,64,58,76,92,1,1,C,7,27,40,4,10,R
33,18-30,Male,Advanced,17,14,19,2,56,97,61,6,3,A,7,13,5,12,0,D
34,46-60,Male,Beginner,14,24,14,88,30,69,46,2,1,A,11,22,10,17,4,D
