Player ID,Age Group,Gender,Skill Level,Errores No Forzados,Winners,Puntos Ganados de Remate,% Primeros Saques,% Segundos Saques,% Puntos Ganados con Primeros Saques,% Puntos Ganados con Segundos Saques,Dobles Faltas,Km Recorridos,Zonas de Calor,Puntos de Break,Puntos de Oro,Errores No Forzados de Fondo de Pista,Errores No Forzados en Red,% de Restos Fallados,Posición Preferente
1,>60,Male,Advanced,45,15,24,46,69,48,57,1,0,A,18,28,20,18,23,D
2,31-45,Female,Advanced,14,26,22,28,81,92,46,10,1,A,12,16,4,12,12,D
3,>60,Female,Intermediate,22,26,17,6,94,83,33,1,1,B,4,20,45,13,20,D
4,<18,Male,Advanced,26,2,16,75,100,58,41,9,0,A,3,25,40,4,27,D
5,46-60,Female,Intermediate,33,25,25,51,53,18,9,3,4,C,18,33,21,19,14,R
6,46-60,Female,Advanced,16,18,9,84,32,77,59,10,2,A,3,27,44,20,14,D
7,>60,Female,Advanced,13,4,20,56,94,48,85,3,2,C,7,34,14,14,7,R
8,>60,Male,Advanced,23,12,11,31,50,62,80,5,3,C,18,23,6,19,10,R
9,31-45,Male,Advanced,10,11,3,54,71,28,34,0,0,C,8,29,21,10,7,R
10,31-45,Female,Advanced,12,29,14,20,92,16,37,1,3,A,4,36,15,4,13,R
11,31-45,Male,Beginner,24,21,2,32,36,96,89,4,2,A,1,31,6,14,20,D
12,31-45,Female,Advanced,32,21,14,63,54,73,7,9,3,B,9,17,35,9,7,D
13,46-60,Male,Advanced,47,3,9,97,75,6,83,0,1,B,10,17,42,4,30,D
14,>60,Female,Advanced,33,30,7,55,51,85,3,6,3,B,0,11,45,18,21,D
15,46-60,Male,Advanced,32,5,19,81,66,100,57,3,0,A,15,23,14,9,7,R
16,46-60,Male,Advanced,47,25,8,62,70,33,11,8,0,C,16,9,37,0,26,R
17,46-60,Male,Intermediate,44,7,23,40,82,9,46,7,1,A,0,15,41,11,0,D
18,18-30,Male,Advanced,48,27,0,78,71,24,2,8,1,B,5,13,2,3,18,D
19,31-45,Female,Advanced,12,7,10,67,46,78,3,1,2,C,9,36,41,0,23,R
20,31-45,Female,Beginner,8,12,17,100,92,60,97,8,1,C,4,17,8,10,20,R
21,46-60,Male,Beginner,19,11,19,93,91,18,45,7,1,B,14,24,29,7,8,R
22,18-30,Female,Beginner,50,6,13,66,83,94,27,3,2,C,13,35,37,15,18,R
23,>60,Female,Intermediate,32,26,14,38,5,23,7,4,2,A,17,36,47,10,4,R
24,31-45,Male,Beginner,15,0,21,96,47,75,44,4,1,B,14,3,33,7,23,R
25,<18,Male,Beginner,23,10,13,48,76,96,57,10,4,B,9,6,20,18,28,D
26,>60,Male,Beginner,4,26,9,10,53,58,85,8,0,B,7,28,33,0,26,R
27,18-30,Male,Intermediate,22,26,3,84,66,16,72,2,0,A,5,15,22,19,21,D
28,46-60,Female,Advanced,36,8,13,70,52,65,7,0,0,C,4,15,33,16,16,R
29,46-60,Male,Advanced,14,26,21,2,82,63,27,9,1,B,13,17,2,13,26,R
30,>60,Female,Advanced,39,4,3,25,33,55,4,1,4,A,6,31,45,3,12,D
31,18-30,Female,Advanced,3,29,13,30,0,61,61,0,0,A,10,15,42,2,17,D
32,46-60,Female,Advanced,14,15,17,41,17,35,84,0,4,A,15,17,39,19,29,R
33,<18,Female,Advanced,21,25,10,79,25,72,79,10,4,C,13,8,18,13,6,R
34,31-45,Male,Intermediate,2,8,13,56,46,71,17,2,2,A,18,16,18,5,0,R
35,18-30,Male,Intermediate,28,27,5,82,68,13,39,3,3,C,8,28,33,18,17,D
36,18-30,Female,Intermediate,4,15,25,10,6,8,23,6,4,B,1,34,15,10,0,D
37,>60,Female,Advanced,23,3,25,71,23,91,30,6,4,B,4,19,22,7,11,R
38,>60,Female,Advanced,10,22,5,10,24,70,13,7,4,B,15,8,7,0,12,D
39,18-30,Female,Advanced,9,5,4,8,48,97,86,6,4,B,6,8,16,11,14,D
40,<18,Female,Advanced,36,3,15,4,85,72,91,10,4,A,14,27,20,15,3,D
41,31-45,Female,Beginner,36,24,6,30,36,63,9,1,4,C,14,14,44,3,3,R
42,<18,Female,Intermediate,5,7,19,25,95,36,55,2,1,C,7,15,50,2,9,D
43,>60,Male,Intermediate,16,21,20,49,28,20,1,7,1,C,17,17,26,5,12,R
44,18-30,Male,Intermediate,0,18,3,77,58,76,18,0,0,B,2,36,14,5,3,R
45,46-60,Male,Intermediate,7,9,5,28,36,28,86,8,3,C,4,18,31,17,2,R
46,18-30,Male,Advanced,4,9,1,4,89,88,29,8,4,A,8,28,7,17,16,D
47,18-30,Male,Advanced,36,8,20,63,37,24,74,10,4,C,1,18,21,18,12,D
48,18-30,Female,Beginner,26,19,22,89,23,33,47,1,4,B,18,18,25,1,12,D
49,18-30,Female,Beginner,16,4,8,16,30,46,14,3,2,A,18,8,16,14,1,R
50,>60,Female,Beginner,34,26,8,99,95,86,46,0,2,B,4,23,23,5,15,R
51,31-45,Female,Beginner,36,29,3,62,7,94,72,7,2,A,1,27,49,4,13,D
52,31-45,Male,Advanced,4,4,5,65,30,95,67,5,1,B,1,11,0,19,3,R
53,>60,Female,Beginner,21,6,24,15,22,37,79,6,4,B,5,12,0,12,9,D
54,<18,Male,Intermediate,14,23,12,17,99,97,42,9,1,A,9,12,30,13,2,D
55,31-45,Female,Advanced,14,10,22,78,78,67,18,3,2,A,1,35,29,11,2,R
56,18-30,Female,Advanced,12,11,1,12,80,15,91,6,1,A,10,4,33,20,3,R
57,31-45,Female,Intermediate,16,26,21,36,97,2,94,10,3,A,5,22,17,15,16,D
58,46-60,Female,Intermediate,49,13,8,52,3,52,55,4,4,A,0,13,35,11,29,R
59,18-30,Female,Intermediate,42,21,12,91,82,37,40,5,4,A,18,9,26,5,18,D
60,18-30,Female,Beginner,18,25,19,77,97,53,75,2,3,C,15,13,44,2,1,D
61,<18,Female,Advanced,38,21,17,33,40,46,39,3,2,B,16,2,25,8,19,R
62,46-60,Female,Intermediate,33,4,12,39,86,53,76,3,3,A,8,29,26,14,13,D
63,31-45,Male,Advanced,44,11,5,15,29,88,23,8,4,B,9,32,16,17,4,R
64,>60,Male,Beginner,45,16,25,22,99,14,76,9,3,A,10,21,32,13,6,D
