Player ID,Age Group,Gender,Skill Level,Errores No Forzados,Winners,Puntos Ganados de Remate,% Primeros Saques,% Segundos Saques,% Puntos Ganados con Primeros Saques,% Puntos Ganados con Segundos Saques,Dobles Faltas,Km Recorridos,Zonas de Calor,Puntos de Break,Puntos de Oro,Errores No Forzados de Fondo de Pista,Errores No Forzados en Red,% de Restos Fallados,Posición Preferente
1,18-30,Male,Beginner,16,25,18,92,82,41,89,3,4,C,1,24,11,8,23,D
2,>60,Female,Beginner,44,24,10,72,82,14,26,6,4,B,12,1,50,7,13,D
3,31-45,Female,Beginner,9,22,6,68,95,73,9,7,3,B,12,8,37,12,17,R
4,31-45,Female,Beginner,33,7,3,73,52,39,98,6,3,C,15,7,15,13,19,D
5,31-45,Female,Advanced,40,6,2,47,78,25,71,10,2,A,7,0,19,15,27,D
6,31-45,Female,Beginner,23,16,7,32,37,76,69,10,3,A,4,21,21,15,19,R
7,>60,Female,Advanced,4,27,25,46,92,7,61,2,4,B,17,18,17,17,28,R
8,<18,Male,Advanced,20,12,3,19,10,32,95,9,0,B,9,25,34,20,9,D
9,31-45,Female,Advanced,22,2,6,47,2,35,62,9,1,A,17,15,11,9,24,D
10,31-45,Male,Intermediate,37,21,9,12,53,48,14,7,1,A,6,33,26,18,15,D
11,31-45,Female,Intermediate,46,21,0,1,26,4,20,3,4,A,5,26,49,9,4,D
12,<18,Female,Intermediate,22,20,12,11,86,51,16,9,2,C,16,33,47,3,12,R
13,>60,Male,Intermediate,17,10,11,75,57,60,52,8,4,B,4,7,10,14,30,D
14,31-45,Female,Advanced,1,24,20,17,39,81,92,3,2,C,3,36,23,18,10,D
15,46-60,Male,Intermediate,45,13,16,58,29,66,4,7,3,C,2,15,26,11,20,D
16,46-60,Female,Intermediate,32,10,13,69,28,46,73,6,4,A,1,3,33,12,15,R
17,18-30,Male,Beginner,26,7,18,0,45,80,14,1,2,B,14,25,24,8,16,R
18,46-60,Female,Intermediate,22,5,1,35,10,42,75,7,2,C,10,35,14,16,0,D
19,18-30,Female,Beginner,46,7,4,45,95,2,75,3,1,B,10,2,14,5,17,R
20,<18,Female,Beginner,32,23,8,97,6,45,45,4,3,A,7,13,21,0,30,D
21,46-60,Female,Intermediate,7,13,13,95,93,47,73,3,0,C,8,30,44,1,9,D
22,46-60,Female,Beginner,47,15,13,42,6,86,78,10,4,B,17,23,39,10,8,R
23,18-30,Female,Intermediate,38,7,10,85,83,42,93,0,0,A,18,7,41,3,17,D
24,46-60,Female,Beginner,42,7,8,57,7,2,26,6,4,A,1,13,21,17,16,D
25,<18,Female,Beginner,44,22,20,45,39,8,44,1,3,B,9,27,40,10,26,D
26,>60,Male,Intermediate,7,29,25,88,65,81,43,10,1,A,14,3,5,6,21,R
27,<18,Female,Advanced,46,0,19,56,16,38,26,6,3,C,13,13,12,14,10,R
28,31-45,Male,Advanced,15,24,5,84,2,11,54,10,0,B,7,1,5,5,17,D
29,18-30,Male,Advanced,26,10,13,36,78,10,80,5,2,A,7,3,36,11,20,R
30,<18,Female,Intermediate,15,10,13,16,7,55,90,3,4,A,7,10,28,12,21,D
31,18-30,Female,Intermediate,23,14,25,25,1,16,67,3,2,B,5,24,37,2,27,D
32,<18,Male,Intermediate,50,18,18,0,9,95,68,3,4,C,16,27,36,8,27,D
33,46-60,Male,Beginner,27,16,4,24,8,55,81,3,3,C,1,12,12,6,28,D
34,18-30,Female,Intermediate,24,5,2,12,23,14,51,5,1,C,13,17,44,4,17,R
35,46-60,Male,Advanced,26,23,4,34,0,78,47,6,4,B,11,15,21,7,26,D
36,46-60,Male,Beginner,12,17,2,0,47,76,8,0,0,C,0,32,0,15,20,R
37,>60,Female,Intermediate,47,23,8,74,23,86,63,2,3,A,0,23,19,11,2,R
38,18-30,Female,Intermediate,4,10,1,3,68,76,40,3,0,B,4,18,11,9,18,D
39,46-60,Female,Advanced,36,26,13,98,87,48,27,1,3,B,7,16,46,4,16,R
40,18-30,Female,Intermediate,2,30,10,25,43,47,40,6,2,B,10,35,31,18,12,R
41,>60,Male,Intermediate,48,9,16,24,3,65,91,2,2,C,5,34,13,10,15,R
42,18-30,Male,Intermediate,17,19,14,11,32,23,63,8,3,C,11,33,19,6,22,D
43,18-30,Male,Intermediate,18,25,16,68,9,77,92,7,0,B,4,8,31,7,6,D
44,18-30,Male,Intermediate,45,12,5,72,47,1,2,7,4,C,10,0,41,9,29,D
45,<18,Male,Advanced,27,21,0,15,1,100,6,3,4,B,17,34,13,18,22,R
46,46-60,Male,Intermediate,17,2,9,74,42,74,71,9,2,A,1,9,28,4,25,R
47,46-60,Male,Advanced,5,1,23,16,79,82,46,1,2,B,3,2,24,3,1,D
48,46-60,Male,Advanced,7,18,5,30,97,57,13,9,0,C,8,31,32,1,24,R
