Player ID,Age Group,Gender,Skill Level,Errores No Forzados,Winners,Puntos Ganados de Remate,% Primeros Saques,% Segundos Saques,% Puntos Ganados con Primeros Saques,% Puntos Ganados con Segundos Saques,Dobles Faltas,Km Recorridos,Zonas de Calor,Puntos de Break,Puntos de Oro,Errores No Forzados de Fondo de Pista,Errores No Forzados en Red,% de Restos Fallados,Posición Preferente
1,>60,Male,Intermediate,1,30,17,25,4,67,75,10,1,A,8,7,25,11,28,R
2,>60,Female,Advanced,16,24,3,7,92,52,31,0,1,B,18,23,33,11,3,R
3,<18,Male,Intermediate,9,0,21,17,70,38,14,9,4,B,4,34,32,8,1,D
4,>60,Male,Intermediate,37,18,22,85,25,79,64,5,2,B,18,24,34,16,5,R
5,>60,Male,Beginner,17,27,16,51,90,33,24,3,2,C,16,2,8,11,27,R
6,<18,Female,Intermediate,24,19,20,35,61,3,7,4,2,A,12,2,45,10,7,D
7,18-30,Male,Intermediate,18,18,6,86,3,86,67,3,3,A,18,35,22,13,1,D
8,18-30,Male,Intermediate,25,27,23,8,37,52,11,1,4,C,13,13,24,14,14,D
9,31-45,Male,Intermediate,48,10,3,93,1,18,95,6,4,B,4,31,18,2,19,R
10,>60,Male,Advanced,10,0,11,61,46,47,37,6,3,A,11,29,42,11,0,D
11,46-60,Female,Beginner,12,9,14,50,76,59,3,5,1,C,4,19,5,10,1,D
12,<18,Female,Beginner,3,2,16,38,100,19,12,9,3,A,4,3,12,8,4,R
13,<18,Male,Beginner,50,0,11,90,43,8,37,5,1,C,11,19,34,16,6,D
14,>60,Male,Advanced,22,30,20,57,37,48,32,1,4,A,11,13,32,13,15,D
15,31-45,Female,Beginner,44,10,10,31,91,3,19,8,1,A,7,6,0,15,0,R
16,18-30,Male,Intermediate,45,7,3,63,56,1,30,4,1,A,10,34,12,11,11,R
17,31-45,Male,Intermediate,5,29,6,72,56,74,81,1,3,A,2,16,42,6,28,D
18,>60,Male,Beginner,9,14,11,8,96,37,60,4,0,A,13,23,18,11,21,R
19,>60,Female,Advanced,45,12,4,26,9,86,21,1,3,A,2,23,19,10,5,D
20,>60,Male,Intermediate,41,29,25,74,36,20,35,1,4,A,2,6,44,7,29,R
21,18-30,Male,Beginner,18,24,25,38,7,48,34,4,2,C,4,7,5,14,29,D
22,31-45,Female,Beginner,16,27,15,51,35,14,96,5,0,C,10,3,25,16,2,R
23,31-45,Female,Advanced,35,4,7,45,69,42,84,8,2,A,9,10,22,3,29,R
24,>60,Male,Advanced,5,12,6,93,58,43,4,0,4,A,17,15,48,17,21,R
25,31-45,Female,Beginner,17,6,5,67,12,72,85,1,4,A,15,17,35,12,11,D
26,31-45,Male,Beginner,1,27,15,29,68,99,14,1,4,C,0,12,32,3,9,D
27,18-30,Female,Intermediate,0,5,1,70,78,93,85,0,3,C,8,30,32,5,29,R
28,<18,Female,Advanced,22,20,7,19,88,28,45,1,3,B,15,18,48,20,16,D
29,>60,Female,Advanced,45,4,2,67,61,79,70,2,3,A,5,25,3,18,22,R
30,>60,Female,Intermediate,14,11,7,62,24,94,76,2,0,A,1,23,44,8,21,R
31,<18,Female,Beginner,12,25,12,67,40,48,25,9,2,A,1,30,35,16,12,R
32,46-60,Female,Advanced,19,8,10,89,83,50,89,4,4,C,18,19,43,2,19,R
33,<18,Male,Intermediate,4,22,14,31,18,39,63,9,3,B,3,22,7,1,1,D
34,31-45,Female,Advanced,37,11,2,66,16,34,84,4,2,A,14,12,5,18,15,R
35,46-60,Male,Beginner,1,9,23,58,9,33,98,7,2,C,5,22,5,8,9,R
36,>60,Female,Intermediate,29,1,13,92,78,50,8,7,0,B,15,3,38,19,2,R
37,31-45,Male,Beginner,8,8,22,87,56,57,32,6,4,C,13,6,31,14,23,D
38,<18,Female,Intermediate,5,0,0,74,8,50,40,5,0,A,8,33,32,16,7,R
39,18-30,Male,Advanced,8,7,16,43,87,86,93,0,4,B,18,31,17,11,29,D
40,46-60,Male,Intermediate,33,7,1,87,43,52,71,1,1,A,11,18,9,7,24,R
41,18-30,Female,Beginner,29,12,6,69,72,79,60,8,3,B,7,7,31,3,17,D
42,>60,Female,Intermediate,18,9,3,88,21,67,8,8,3,A,9,2,11,3,19,D
43,<18,Female,Beginner,35,19,10,68,53,93,86,4,2,B,17,16,5,14,11,R
44,31-45,Male,Advanced,49,3,23,24,33,20,79,0,2,A,17,3,23,1,25,R
45,<18,Female,Beginner,20,2,19,56,53,98,79,4,4,B,15,21,50,7,11,D
46,>60,Female,Beginner,41,11,9,81,82,80,27,2,3,B,1,7,38,4,12,D
47,>60,Female,Intermediate,2,27,9,60,77,89,87,5,3,C,7,33,5,18,18,D
48,46-60,Female,Advanced,27,6,21,93,58,58,51,2,0,A,7,36,23,9,16,R
49,>60,Female,Beginner,27,16,10,50,17,28,22,3,4,C,5,26,19,10,0,D
50,31-45,Male,Intermediate,5,12,9,38,56,28,1,6,0,A,13,22,13,15,0,D
51,<18,Male,Intermediate,47,5,8,63,49,95,44,1,1,C,1,12,48,0,20,D
52,31-45,Male,Intermediate,26,14,7,90,98,77,69,8,3,B,13,23,39,13,2,R
53,18-30,Male,Beginner,4,9,14,56,53,91,19,1,0,C,10,12,9,14,21,D
54,>60,Male,Intermediate,19,9,23,22,31,38,15,8,0,B,12,25,48,17,26,R
55,31-45,Female,Beginner,32,20,20,86,72,19,53,1,2,A,2,18,13,0,2,R
56,31-45,Male,Beginner,13,4,0,69,94,75,73,5,3,C,0,18,11,2,28,R
57,31-45,Female,Intermediate,7,4,10,10,50,82,32,2,4,A,10,11,26,4,25,D
58,46-60,Male,Beginner,14,29,5,72,3,21,2,3,4,B,8,23,1,13,3,D
59,18-30,Female,Intermediate,44,7,20,65,15,95,95,4,1,B,1,2,31,5,12,R
60,46-60,Male,Advanced,9,19,17,70,79,63,96,2,0,B,6,0,49,10,18,D
61,31-45,Male,Intermediate,41,17,21,38,72,22,28,0,4,C,17,29,6,5,4,R
62,>60,Male,Advanced,47,30,15,71,98,56,26,1,4,A,6,25,16,15,9,R
63,>60,Female,Intermediate,45,1,9,50,21,84,83,9,0,B,16,35,2,12,3,D
64,46-60,Male,Intermediate,41,14,8,31,95,15,8,0,1,A,15,14,42,0,0,D
65,>60,Male,Intermediate,44,21,7,35,63,53,79,2,0,A,11,3,36,7,26,D
66,18-30,Female,Advanced,6,14,17,33,88,26,66,2,1,C,8,6,50,13,20,D
67,18-30,Male,Advanced,35,12,0,85,26,15,67,7,4,A,1,16,17,19,22,R
68,31-45,Female,Beginner,29,17,22,96,74,58,88,7,4,B,4,29,17,7,23,D
69,46-60,Male,Beginner,37,7,6,91,38,8,17,9,2,A,4,30,37,10,7,R
70,46-60,Male,Advanced,45,30,22,8,73,80,24,5,0,A,5,36,24,8,12,D
71,31-45,Female,Advanced,17,20,23,2,94,48,0,4,1,C,9,32,32,14,24,R
72,18-30,Male,Advanced,30,24,7,7,54,78,27,1,4,A,15,26,31,11,7,R
73,>60,Male,Advanced,40,26,13,93,1,99,21,0,1,B,18,0,23,15,9,D
74,46-60,Female,Advanced,11,7,10,96,73,22,88,0,4,C,4,14,46,1,30,R
75,18-30,Female,Beginner,34,4,17,47,75,61,36,6,2,A,3,20,2,5,0,D
76,46-60,Male,Advanced,17,11,9,81,30,50,21,3,3,C,1,28,41,9,12,R
77,>60,Male,Intermediate,7,11,9,13,35,7,26,8,2,B,17,30,17,10,2,R
78,31-45,Female,Beginner,26,10,12,81,81,17,87,0,0,A,2,8,10,14,25,D
79,18-30,Female,Intermediate,24,16,10,82,63,26,36,6,4,A,1,28,35,2,28,D
80,<18,Female,Advanced,6,14,2,74,51,52,11,3,0,A,7,28,23,15,4,R
81,46-60,Male,Intermediate,22,7,10,88,93,81,69,0,1,A,13,19,18,7,0,D
82,<18,Male,Intermediate,47,27,5,82,63,40,60,7,3,C,9,24,37,6,24,D
83,46-60,Male,Intermediate,14,7,11,68,77,9,11,1,2,A,12,14,39,16,19,R
84,>60,Male,Advanced,42,4,18,59,7,51,63,4,3,B,16,34,2,19,4,R
85,18-30,Male,Advanced,33,28,24,93,13,4,7,5,3,B,4,35,13,18,17,R
86,>60,Female,Beginner,2,19,10,100,64,3,77,7,3,A,13,28,27,3,8,D
87,>60,Male,Advanced,35,25,2,22,38,16,10,4,2,C,14,29,21,19,7,R
88,31-45,Female,Beginner,25,24,6,74,2,68,97,6,3,C,17,31,31,7,14,R
89,46-60,Female,Beginner,7,10,5,55,77,94,88,9,1,C,15,30,28,1,3,D
90,>60,Female,Intermediate,35,16,18,1,39,99,7,1,4,B,9,33,29,10,7,R
91,46-60,Female,Intermediate,10,16,20,0,8,2,89,0,1,B,3,30,19,17,0,R
92,>60,Female,Advanced,48,7,10,11,10,94,27,0,4,C,4,15,42,12,4,R
93,31-45,Female,Intermediate,10,4,20,96,29,0,84,8,0,A,14,0,19,13,12,D
94,31-45,Female,Intermediate,44,4,11,85,66,54,6,6,2,C,6,26,17,18,18,D
95,>60,Female,Beginner,48,13,10,82,13,93,51,1,1,B,17,27,25,3,0,D
96,31-45,Male,Advanced,28,2,8,44,60,18,65,4,0,A,3,10,33,7,27,D
97,<18,Female,Beginner,6,1,7,30,91,97,18,4,0,C,11,19,13,18,24,D
98,31-45,Male,Beginner,49,9,10,7,65,14,1,7,2,C,0,20,3,10,28,D
99,31-45,Male,Beginner,47,5,25,100,23,30,8,1,3,C,2,11,0,11,20,D
100,46-60,Female,Intermediate,10,20,0,38,42,27,63,6,4,A,7,15,49,16,23,D
101,<18,Female,Advanced,26,22,9,4,35,68,39,0,3,B,13,32,47,9,17,D
102,18-30,Male,Intermediate,22,22,5,74,58,41,35,4,1,C,14,15,32,13,27,D
103,31-45,Female,Beginner,4,18,2,63,52,66,58,1,2,C,0,24,38,11,1,D
104,31-45,Male,Intermediate,7,16,19,62,80,0,99,3,0,C,3,21,48,12,15,R
105,31-45,Female,Advanced,23,20,4,34,40,38,59,2,3,B,10,14,9,1,20,R
106,46-60,Male,Intermediate,11,10,0,46,96,66,39,7,1,C,2,3,41,6,28,D
107,46-60,Female,Beginner,11,15,22,2,53,23,99,4,4,C,18,22,46,2,10,D
108,<18,Female,Beginner,11,6,17,84,53,23,0,2,1,A,14,12,43,4,30,D
109,<18,Female,Intermediate,29,7,7,88,97,85,85,10,4,C,14,22,23,5,22,R
110,<18,Female,Advanced,47,3,22,55,9,31,65,6,1,B,15,28,15,18,15,R
111,>60,Male,Advanced,11,6,6,61,74,4,94,1,3,C,12,36,6,17,0,D
112,46-60,Female,Beginner,33,5,10,54,86,9,22,2,0,C,3,23,5,4,21,R
113,<18,Female,Advanced,5,14,4,39,52,44,9,4,4,C,2,18,10,13,16,D
114,46-60,Female,Advanced,43,4,19,33,34,100,71,4,2,A,17,1,24,15,16,R
115,18-30,Female,Beginner,22,0,14,26,89,82,17,6,4,C,2,19,7,13,24,R
116,46-60,Female,Intermediate,12,26,1,0,99,33,36,2,0,C,8,22,35,5,26,D
117,46-60,Male,Advanced,50,19,6,14,58,79,22,3,3,A,2,19,12,17,30,R
118,<18,Male,Intermediate,42,8,8,0,74,10,10,3,4,C,10,30,9,2,20,R
119,46-60,Female,Intermediate,4,28,19,13,5,17,57,4,3,A,2,19,36,10,17,R
120,>60,Male,Intermediate,22,0,21,2,75,12,73,2,1,B,9,31,37,3,5,R
121,31-45,Female,Beginner,9,4,4,91,64,12,99,2,2,C,15,34,5,6,10,R
122,>60,Female,Advanced,46,28,19,79,5,58,86,4,4,B,16,19,38,20,26,D
123,31-45,Female,Beginner,6,28,21,70,77,79,8,1,3,C,4,5,46,0,7,R
124,<18,Male,Beginner,46,4,20,95,53,71,4,3,4,C,18,0,41,14,22,R
125,18-30,Male,Intermediate,14,3,15,92,91,8,100,9,2,B,4,35,31,17,3,R
126,46-60,Female,Advanced,15,13,2,38,38,42,12,7,3,C,6,32,50,19,7,D
127,>60,Female,Beginner,39,7,23,49,56,11,31,2,2,A,10,11,22,4,3,R
128,18-30,Male,Intermediate,38,22,17,52,21,16,46,0,4,A,17,19,35,20,7,R
129,18-30,Male,Advanced,23,21,17,41,98,4,70,1,0,B,8,19,6,14,29,R
130,>60,Female,Advanced,6,17,15,0,32,28,14,0,0,B,6,23,31,12,12,D
131,>60,Female,Advanced,33,6,24,58,9,41,12,2,3,C,12,14,4,5,23,R
132,>60,Male,Beginner,3,15,2,41,33,50,76,7,1,C,3,9,26,0,14,D
133,<18,Male,Advanced,42,27,9,21,48,16,23,5,2,C,13,18,14,17,4,D
134,<18,Female,Intermediate,14,19,18,74,70,100,71,6,0,B,14,10,44,18,8,D
135,31-45,Female,Beginner,4,25,15,85,0,60,29,9,1,B,11,9,16,16,10,D
136,<18,Female,Intermediate,50,14,5,82,30,46,9,8,2,C,11,1,27,5,1,R
137,<18,Male,Beginner,6,28,17,97,89,10,39,1,3,B,11,14,42,1,6,R
138,>60,Female,Beginner,50,22,24,26,19,72,4,0,4,C,2,33,42,9,16,R
139,46-60,Male,Beginner,21,9,18,55,86,36,40,5,3,C,6,4,46,16,29,D
140,>60,Female,Intermediate,29,24,13,38,93,28,2,9,4,A,3,1,34,2,23,R
141,46-60,Female,Advanced,17,5,17,63,99,53,70,6,0,B,10,24,14,4,6,D
142,<18,Female,Beginner,0,29,0,22,90,4,6,6,2,C,13,21,16,17,0,R
143,18-30,Female,Advanced,44,2,8,11,34,10,19,0,3,A,17,18,44,6,29,D
144,<18,Male,Advanced,17,10,5,82,5,70,42,9,2,C,7,14,14,3,21,D
145,>60,Male,Beginner,21,13,4,68,78,63,94,5,3,A,2,2,8,0,25,D
146,<18,Male,Advanced,24,9,2,18,59,15,22,1,2,C,7,11,45,14,2,D
147,46-60,Male,Intermediate,25,30,13,63,36,40,8,1,0,A,13,30,7,9,26,R
148,46-60,Female,Beginner,24,22,18,80,95,100,44,6,0,C,7,6,23,20,8,R
149,31-45,Male,Beginner,47,28,15,84,78,79,35,9,0,B,14,25,13,2,20,D
150,>60,Male,Beginner,0,7,19,52,29,30,52,9,4,B,16,24,38,18,22,R
151,>60,Male,Intermediate,3,1,19,0,74,8,11,2,3,B,10,34,9,13,27,R
152,<18,Male,Advanced,22,1,17,17,91,85,80,1,3,C,5,18,11,3,8,R
153,31-45,Male,Beginner,15,14,21,18,31,75,46,5,4,B,10,32,34,2,19,D
154,18-30,Female,Beginner,41,29,10,58,29,84,28,1,1,C,8,34,47,5,5,D
155,46-60,Male,Advanced,7,30,24,73,64,28,19,9,2,B,1,33,34,10,12,R
156,>60,Female,Advanced,24,1,24,2,84,86,86,0,3,C,17,7,8,13,9,R
157,>60,Female,Intermediate,41,10,3,10,23,96,49,10,0,A,9,1,20,18,26,R
158,18-30,Female,Advanced,0,22,1,86,34,8,79,10,3,A,1,34,0,14,7,R
159,18-30,Female,Beginner,2,30,10,16,32,33,58,9,2,B,12,14,8,18,13,D
160,18-30,Male,Intermediate,22,2,2,30,14,81,35,8,4,C,11,6,13,11,26,R
161,>60,Male,Intermediate,4,11,13,63,97,95,64,3,4,A,6,31,20,13,5,R
162,>60,Female,Advanced,3,8,7,47,11,98,98,3,2,A,10,28,22,1,21,D
163,46-60,Female,Intermediate,13,7,5,11,91,81,58,5,2,A,2,30,41,3,22,D
164,18-30,Female,Advanced,6,3,15,8,73,1,23,10,3,B,8,2,16,7,7,R
165,<18,Male,Advanced,7,21,3,16,15,41,4,4,3,C,8,20,26,0,2,D
166,<18,Female,Beginner,24,30,1,78,52,99,61,10,0,C,2,33,17,5,8,D
167,18-30,Female,Intermediate,21,21,10,81,24,29,46,10,3,C,17,9,5,19,3,D
168,<18,Female,Advanced,37,24,25,14,7,7,57,4,0,B,18,3,40,2,10,D
169,18-30,Male,Intermediate,20,17,2,73,63,16,4,6,2,A,5,29,33,12,30,R
