Player ID,Age Group,Gender,Skill Level,Errores No Forzados,Winners,Puntos Ganados de Remate,% Primeros Saques,% Segundos Saques,% Puntos Ganados con Primeros Saques,% Puntos Ganados con Segundos Saques,Dobles Faltas,Km Recorridos,Zonas de Calor,Puntos de Break,Puntos de Oro,Errores No Forzados de Fondo de Pista,Errores No Forzados en Red,% de Restos Fallados,Posición Preferente
1,31-45,Female,Beginner,16,17,19,52,43,5,84,8,2,A,8,7,1,14,25,R
2,31-45,Male,Advanced,13,30,20,9,36,44,30,3,2,B,1,24,48,4,20,D
3,31-45,Female,Intermediate,3,10,8,65,89,66,56,2,4,C,9,34,5,9,15,R
4,31-45,Female,Intermediate,24,9,4,95,22,4,5,3,0,C,13,4,49,3,9,D
5,46-60,Female,Advanced,23,8,1,78,61,62,33,5,2,A,11,14,6,6,4,R
6,>60,Male,Advanced,19,11,2,94,7,19,41,0,4,B,2,7,8,4,15,D
7,<18,Male,Beginner,35,11,20,30,8,94,99,9,3,A,3,24,33,18,6,D
8,31-45,Female,Beginner,0,6,20,65,68,97,57,10,0,B,3,27,42,14,15,D
9,<18,Female,Advanced,19,5,12,29,35,19,14,1,1,C,2,28,43,16,29,D
10,31-45,Male,Advanced,35,3,23,21,53,6,45,0,0,B,13,34,30,11,29,R
11,46-60,Female,Advanced,44,17,11,5,59,56,6,7,3,C,6,36,40,2,9,R
12,46-60,Male,Beginner,48,26,13,68,92,85,58,5,1,C,17,12,34,20,10,D
13,>60,Female,Beginner,36,6,20,53,68,8,86,2,3,A,18,19,16,16,30,D
14,46-60,Male,Intermediate,41,2,24,26,89,78,89,7,0,A,6,30,30,4,25,R
15,46-60,Female,Intermediate,50,30,4,16,86,72,54,3,1,B,18,36,28,13,11,R
16,46-60,Male,Intermediate,26,17,13,81,67,18,60,6,4,A,1,31,28,14,18,D
17,46-60,Female,Advanced,7,26,3,87,70,3,86,6,0,A,13,24,29,2,23,R
18,46-60,Female,Intermediate,44,4,6,81,76,32,82,10,1,A,4,5,44,9,27,D
19,46-60,Female,Intermediate,19,13,24,22,48,34,97,6,2,A,14,13,4,6,24,D
20,46-60,Male,Advanced,45,7,4,39,66,2,27,6,1,A,16,25,19,19,4,D
21,18-30,Female,Intermediate,47,11,16,17,8,73,10,6,3,A,5,24,27,2,2,D
22,>60,Male,Advanced,25,11,5,37,71,24,50,5,1,B,4,9,14,17,22,R
23,18-30,Male,Advanced,29,7,21,10,86,71,87,4,3,C,14,6,21,2,9,D
24,>60,Male,Beginner,37,3,25,22,89,29,39,5,0,A,10,11,17,2,2,R
25,>60,Female,Beginner,41,22,3,55,58,59,58,9,4,C,3,17,13,16,9,D
26,>60,Male,Intermediate,22,13,0,23,56,71,52,8,4,C,9,16,13,13,28,R
27,>60,Male,Beginner,2,12,1,34,4,57,79,3,2,B,11,12,22,14,12,R
28,31-45,Female,Advanced,4,5,6,85,7,65,99,3,1,B,3,18,23,11,3,D
29,>60,Male,Advanced,7,11,15,18,64,98,78,10,0,B,13,36,31,13,21,D
30,31-45,Male,Beginner,27,7,16,96,29,89,71,0,1,C,14,9,21,4,26,D
31,46-60,Female,Intermediate,6,25,17,66,87,11,79,2,1,A,7,17,10,0,24,R
32,46-60,Female,Beginner,21,8,0,99,14,40,75,3,1,C,8,23,12,8,11,R
33,18-30,Male,Intermediate,7,20,7,29,83,9,44,2,2,C,6,10,43,11,3,D
34,31-45,Male,Intermediate,32,6,11,13,11,43,91,2,3,B,0,15,19,1,18,R
35,31-45,Female,Beginner,17,22,17,33,28,83,22,7,1,B,1,4,43,16,15,R
36,31-45,Female,Advanced,32,28,14,59,40,66,12,7,2,B,10,5,49,19,21,D
37,18-30,Female,Beginner,49,6,4,82,44,14,55,4,4,C,9,20,11,10,23,D
38,31-45,Female,Advanced,41,22,3,93,15,47,82,8,3,C,7,26,10,3,2,R
39,<18,Female,Intermediate,41,27,18,28,38,68,75,8,1,A,15,16,37,2,27,R
40,>60,Female,Advanced,13,26,17,2,86,61,28,5,4,C,2,25,1,5,9,D
41,46-60,Female,Beginner,3,9,10,44,22,71,88,5,0,C,7,22,13,7,20,D
42,46-60,Female,Beginner,34,4,21,17,71,78,8,7,1,A,13,7,4,3,4,R
43,>60,Female,Advanced,29,15,10,46,35,58,7,2,4,C,11,28,4,18,29,D
44,46-60,Female,Advanced,39,0,15,14,61,94,100,2,0,A,9,9,38,0,30,R
45,18-30,Female,Beginner,11,9,2,41,99,7,78,8,1,B,13,7,9,9,15,D
46,46-60,Female,Advanced,32,13,1,100,7,5,32,9,3,C,7,28,25,15,25,R
47,<18,Male,Intermediate,41,0,12,73,23,38,45,9,0,C,5,17,31,17,24,R
48,31-45,Female,Advanced,42,8,17,89,58,78,54,6,4,A,18,32,37,2,10,R
49,>60,Female,Beginner,8,10,19,43,84,80,95,9,0,A,14,19,38,2,20,R
50,>60,Male,Beginner,20,12,22,21,22,52,72,7,2,C,7,0,15,10,8,D
51,18-30,Female,Intermediate,33,15,17,67,57,7,36,7,2,C,10,30,16,5,13,R
52,>60,Male,Advanced,49,2,11,73,73,26,75,1,2,C,17,5,13,20,27,D
53,>60,Female,Advanced,14,29,10,49,38,2,13,3,3,B,15,31,41,20,10,R
54,18-30,Male,Advanced,19,27,7,6,32,28,86,5,4,B,13,28,11,11,0,R
55,>60,Male,Beginner,35,15,13,7,34,18,87,3,3,B,7,21,30,7,19,D
56,18-30,Male,Intermediate,7,1,25,26,29,46,31,5,1,B,14,7,35,10,8,R
57,46-60,Female,Beginner,31,20,20,33,27,4,53,4,2,C,9,25,35,16,25,D
58,46-60,Female,Advanced,32,17,14,23,57,0,79,6,3,A,0,14,26,7,22,R
59,18-30,Male,Intermediate,17,2,18,16,38,22,11,3,1,B,13,13,23,14,14,D
60,<18,Female,Intermediate,1,27,11,10,79,96,0,2,0,C,12,29,49,11,16,R
61,>60,Male,Beginner,40,1,20,91,44,61,14,6,1,C,3,36,24,11,22,D
62,18-30,Female,Beginner,43,10,2,80,16,10,13,9,4,B,18,26,5,14,1,D
63,31-45,Female,Intermediate,28,11,14,2,99,30,48,10,4,C,2,17,14,16,19,D
64,<18,Male,Intermediate,37,29,4,73,9,57,94,5,0,A,4,8,23,9,4,R
65,18-30,Male,Advanced,2,20,6,75,31,17,100,7,2,B,15,31,44,14,21,R
