Player ID,Age Group,Gender,Skill Level,Errores No Forzados,Winners,Puntos Ganados de Remate,% Primeros Saques,% Segundos Saques,% Puntos Ganados con Primeros Saques,% Puntos Ganados con Segundos Saques,Dobles Faltas,Km Recorridos,Zonas de Calor,Puntos de Break,Puntos de Oro,Errores No Forzados de Fondo de Pista,Errores No Forzados en Red,% de Restos Fallados,Posición Preferente
1,<18,Male,Intermediate,9,5,2,0,87,48,99,0,3,B,6,34,37,7,25,R
2,>60,Female,Beginner,47,18,21,25,47,96,0,5,2,C,13,8,27,2,13,R
3,18-30,Male,Intermediate,5,16,3,33,41,68,76,8,3,B,4,23,49,10,23,D
4,18-30,Female,Intermediate,8,3,25,65,40,79,6,5,4,C,4,35,22,19,29,D
5,>60,Male,Intermediate,15,17,8,10,78,61,85,3,1,C,13,30,11,9,4,R
6,18-30,Male,Advanced,35,2,21,52,46,74,94,1,4,C,14,6,29,14,28,D
7,46-60,Female,Intermediate,36,8,18,3,64,15,0,8,1,C,16,12,21,7,8,D
8,31-45,Female,Beginner,25,30,7,75,26,46,22,3,3,C,3,36,46,17,29,D
9,31-45,Male,Advanced,43,5,7,31,100,9,2,1,3,C,3,10,5,8,7,D
10,31-45,Male,Intermediate,42,18,16,7,58,50,57,8,4,B,9,12,11,1,29,D
11,31-45,Female,Advanced,12,13,24,43,33,56,84,2,4,C,6,6,23,4,29,D
12,46-60,Female,Advanced,15,4,17,50,58,43,50,3,4,A,9,6,7,14,2,R
13,>60,Female,Advanced,18,18,22,89,4,58,2,10,2,A,2,20,3,12,8,D
14,18-30,Female,Intermediate,18,15,2,24,46,90,70,9,2,B,18,0,4,4,11,D
15,<18,Male,Intermediate,36,16,11,63,11,20,32,1,0,B,15,32,43,5,14,D
16,18-30,Male,Intermediate,13,17,2,57,28,1,85,9,4,B,3,22,8,16,29,R
17,18-30,Female,Intermediate,27,11,11,68,37,89,70,1,1,A,15,21,2,6,7,D
18,46-60,Male,Beginner,34,6,18,26,3,23,73,3,0,A,0,19,3,6,18,D
19,18-30,Female,Advanced,25,2,8,33,12,42,93,4,0,A,10,14,31,19,24,R
20,46-60,Female,Advanced,40,17,4,14,84,22,68,2,4,C,6,8,44,18,12,R
21,18-30,Male,Advanced,38,21,13,46,84,79,20,6,3,A,6,30,46,19,0,D
22,18-30,Female,Advanced,40,21,18,79,57,11,93,4,2,A,10,12,6,11,28,R
23,>60,Female,Advanced,49,18,3,54,57,31,63,3,0,C,18,31,27,11,25,D
24,>60,Male,Advanced,32,23,4,95,64,87,32,0,0,B,2,26,19,5,0,D
25,>60,Female,Intermediate,26,19,0,4,14,16,41,2,3,C,17,34,38,10,3,R
26,>60,Female,Advanced,32,18,16,70,88,43,35,10,1,B,7,22,47,18,22,D
27,>60,Female,Advanced,45,5,5,35,12,76,78,9,1,A,16,30,6,8,17,R
28,46-60,Male,Advanced,21,9,6,29,31,59,72,1,4,B,3,5,17,15,30,R
29,18-30,Female,Advanced,48,0,13,59,2,44,52,10,3,B,17,35,47,1,0,D
30,31-45,Female,Beginner,34,28,12,66,73,13,23,4,4,A,0,35,48,0,11,R
31,>60,Male,Advanced,24,24,12,51,80,30,91,8,2,A,1,12,24,20,21,D
32,46-60,Female,Advanced,41,18,25,13,2,2,13,3,1,A,15,4,6,11,7,R
33,>60,Female,Beginner,32,28,13,49,35,66,39,6,4,B,16,14,13,3,17,R
34,31-45,Female,Beginner,30,23,17,41,72,20,95,10,2,A,4,34,26,0,13,R
35,46-60,Female,Beginner,48,2,25,66,73,96,6,7,1,A,3,8,29,12,16,R
36,>60,Female,Intermediate,47,19,1,92,10,87,2,1,2,C,11,6,48,13,0,D
37,31-45,Male,Advanced,9,22,20,7,3,24,31,5,1,C,18,4,16,12,20,D
38,31-45,Male,Advanced,28,4,22,29,95,90,30,10,2,C,8,16,30,8,24,R
39,31-45,Female,Intermediate,38,6,1,68,50,60,46,1,3,A,3,3,28,20,26,D
40,18-30,Female,Intermediate,38,29,19,39,47,22,78,5,2,C,0,12,3,10,30,D
41,46-60,Male,Intermediate,3,1,9,80,2,7,1,3,3,B,18,13,32,9,7,R
42,>60,Female,Advanced,25,2,5,90,4,78,49,9,3,B,17,36,42,11,18,D
43,>60,Female,Intermediate,38,5,6,41,28,56,58,3,3,C,1,2,11,12,16,D
