Player ID,Age Group,Gender,Skill Level,Errores No Forzados,Winners,Puntos Ganados de Remate,% Primeros Saques,% Segundos Saques,% Puntos Ganados con Primeros Saques,% Puntos Ganados con Segundos Saques,Dobles Faltas,Km Recorridos,Zonas de Calor,Puntos de Break,Puntos de Oro,Errores No Forzados de Fondo de Pista,Errores No Forzados en Red,% de Restos Fallados,Posición Preferente
1,<18,Female,Advanced,31,3,7,11,2,87,76,1,0,B,4,20,31,20,16,R
2,31-45,Female,Advanced,32,12,1,33,60,32,84,8,4,B,3,16,33,7,6,D
3,46-60,Female,Intermediate,29,29,12,78,73,29,13,8,0,B,7,1,4,16,8,R
4,18-30,Male,Beginner,16,10,7,23,55,71,84,6,0,A,16,17,39,14,18,R
5,31-45,Male,Beginner,11,30,21,60,83,58,22,4,1,B,13,6,21,10,12,D
6,18-30,Female,Advanced,3,24,2,75,41,44,46,8,1,C,10,16,36,4,8,R
7,31-45,Male,Intermediate,49,25,16,59,14,2,90,8,4,B,18,18,31,6,21,R
8,>60,Female,Intermediate,16,14,21,48,98,31,90,9,3,A,4,4,36,20,7,R
9,46-60,Male,Intermediate,34,14,22,59,66,78,74,6,0,C,14,36,32,13,11,R
10,18-30,Male,Advanced,43,3,10,66,15,79,84,7,3,A,1,33,12,16,11,R
11,18-30,Male,Advanced,38,6,10,14,55,68,17,6,4,A,3,10,5,5,7,R
12,31-45,Male,Beginner,43,14,16,90,61,20,4,10,1,A,15,36,3,13,9,D
13,>60,Female,Intermediate,37,12,7,0,72,41,97,0,2,C,10,20,5,2,15,R
14,<18,Female,Beginner,15,13,9,72,26,45,13,1,2,A,8,28,50,12,17,R
15,18-30,Female,Beginner,16,2,12,47,32,33,13,1,0,B,13,9,47,1,7,D
16,46-60,Male,Beginner,41,23,9,23,38,54,90,9,3,B,10,11,1,12,16,D
17,46-60,Female,Advanced,19,2,14,58,74,67,34,9,2,B,14,14,6,12,24,R
18,46-60,Female,Advanced,27,1,12,21,87,87,91,8,1,B,5,10,7,9,6,R
19,18-30,Female,Advanced,12,18,11,27,100,17,28,2,3,A,1,8,32,8,3,R
20,46-60,Male,Intermediate,33,28,14,76,10,59,34,9,1,B,9,15,37,17,5,D
21,31-45,Male,Beginner,19,25,13,37,59,24,83,8,1,C,10,21,27,13,10,D
22,31-45,Male,Intermediate,40,1,2,1,70,81,41,7,4,B,8,33,18,8,7,R
23,46-60,Male,Beginner,41,23,23,5,51,62,34,4,2,A,12,7,38,20,21,R
24,46-60,Female,Intermediate,38,29,19,99,44,93,63,5,4,C,4,5,20,14,21,R
25,46-60,Male,Beginner,11,20,7,81,66,57,84,0,3,B,4,32,35,10,26,D
26,46-60,Female,Advanced,14,23,12,47,44,87,33,6,3,B,17,30,29,4,26,D
27,31-45,Female,Advanced,10,13,20,61,56,63,13,2,1,C,14,9,12,15,9,R
28,>60,Female,Beginner,39,16,15,51,11,60,28,6,3,A,18,31,32,11,20,D
29,46-60,Male,Beginner,19,1,25,48,17,93,7,7,0,B,3,34,16,2,7,R
30,31-45,Female,Beginner,13,28,3,80,20,16,26,2,4,B,8,28,37,20,29,D
31,<18,Male,Intermediate,35,17,7,20,96,94,93,0,2,A,5,24,13,20,21,R
32,18-30,Male,Intermediate,2,22,10,41,94,31,72,0,4,C,15,12,3,7,6,R
33,46-60,Male,Beginner,5,2,19,81,46,92,33,2,0,C,8,17,0,3,0,R
34,<18,Male,Intermediate,45,15,12,63,94,42,39,10,3,C,11,26,18,13,3,R
35,18-30,Male,Beginner,5,25,8,33,82,86,56,8,0,C,17,12,44,9,19,D
36,18-30,Male,Intermediate,27,5,15,83,19,5,76,10,0,A,13,36,29,9,19,R
37,<18,Male,Beginner,2,26,12,65,36,72,22,9,0,A,9,29,9,14,7,R
38,<18,Female,Intermediate,38,27,21,43,32,6,89,10,0,B,15,1,16,17,18,R
39,46-60,Male,Beginner,26,15,25,61,24,12,79,8,2,C,17,32,42,15,14,R
40,46-60,Male,Intermediate,42,18,15,47,20,14,92,6,4,C,3,10,48,18,27,R
41,<18,Male,Intermediate,19,13,6,95,35,30,4,5,4,C,15,12,48,6,25,D
42,<18,Male,Advanced,36,22,0,37,35,77,35,1,0,C,9,36,34,11,16,R
43,>60,Male,Advanced,32,26,14,58,48,94,91,9,0,C,1,2,2,9,23,D
44,<18,Male,Advanced,36,6,8,87,24,15,90,5,1,A,2,5,30,1,17,D
45,<18,Male,Advanced,21,3,2,10,62,10,68,10,4,B,2,31,25,15,3,D
46,46-60,Female,Beginner,19,11,15,75,95,60,63,8,4,A,7,1,35,5,6,D
47,<18,Female,Intermediate,44,23,6,58,31,21,7,1,1,B,1,26,26,6,24,R
48,31-45,Female,Beginner,21,13,7,55,77,38,20,6,1,B,6,0,0,14,28,R
49,<18,Male,Advanced,18,16,1,71,13,49,6,10,3,C,8,19,5,1,12,R
50,18-30,Male,Advanced,18,24,4,54,53,81,26,1,0,B,11,28,12,3,5,D
51,18-30,Male,Intermediate,20,24,25,34,41,44,11,5,3,A,9,0,50,3,12,R
52,31-45,Female,Advanced,10,24,21,0,80,9,1,5,2,C,13,35,30,0,21,R
53,18-30,Female,Advanced,4,18,9,64,88,73,35,4,1,B,14,36,15,6,25,R
54,<18,Female,Advanced,2,11,1,33,29,73,21,9,3,A,17,23,14,20,18,R
55,31-45,Female,Advanced,40,30,6,37,82,97,23,10,3,C,10,20,47,1,29,D
56,<18,Female,Intermediate,14,17,5,58,67,72,73,2,0,C,14,7,50,5,27,D
57,>60,Female,Advanced,49,1,19,12,41,8,9,3,1,B,10,1,13,0,23,D
58,46-60,Female,Advanced,9,17,23,25,56,8,61,5,2,C,2,25,11,5,3,D
59,>60,Female,Intermediate,33,30,14,97,77,39,68,6,2,B,16,11,10,3,26,D
60,<18,Female,Beginner,49,14,5,88,66,76,19,5,4,A,5,20,50,1,7,R
61,46-60,Female,Intermediate,31,8,20,100,95,68,81,0,3,C,12,26,29,14,29,R
62,<18,Female,Advanced,47,0,16,7,63,1,26,6,2,A,12,18,7,10,8,R
63,46-60,Male,Advanced,49,25,20,93,79,78,3,3,1,C,1,25,1,18,3,D
64,>60,Female,Intermediate,45,27,15,61,92,1,75,10,2,C,1,17,23,0,26,R
65,>60,Male,Beginner,1,24,2,63,0,67,33,0,4,B,4,8,39,12,25,R
66,18-30,Female,Advanced,13,0,6,79,86,66,86,7,2,C,8,33,45,6,2,R
67,<18,Female,Intermediate,21,3,1,79,91,29,83,2,0,A,1,22,2,3,7,D
68,>60,Male,Advanced,28,26,15,40,65,43,7,6,0,B,18,30,4,4,19,R
69,31-45,Female,Intermediate,16,2,12,6,46,59,26,5,1,B,8,2,8,9,23,D
70,46-60,Female,Advanced,10,15,14,89,65,4,34,10,0,B,1,15,2,2,0,D
71,>60,Female,Intermediate,9,3,10,90,98,8,97,4,3,C,6,27,19,5,8,R
